image,class,layer,nozzle,filament,ex_mul,retraction,layer_height,filament_color,shape,recording,printbed_color,extrusion_multiplier,extrusion_std,modified_layers,brightness,mean_brightness
all_images256/ELP_12MP_01.12.2022_166990937017.png,0,22,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,141,145
all_images256/ELP_12MP_01.12.2022_166990937021.png,0,22,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,141,145
all_images256/ELP_12MP_01.12.2022_166990939339.png,0,23,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,147,145
all_images256/ELP_12MP_01.12.2022_166990939343.png,0,23,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,146,145
all_images256/ELP_12MP_01.12.2022_166990941618.png,0,24,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,143,145
all_images256/ELP_12MP_01.12.2022_166990941622.png,0,24,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,140,145
all_images256/ELP_12MP_01.12.2022_166990943960.png,0,25,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,144,145
all_images256/ELP_12MP_01.12.2022_166990943964.png,0,25,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,140,145
all_images256/ELP_12MP_01.12.2022_166990946447.png,0,26,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,143,145
all_images256/ELP_12MP_01.12.2022_166990946451.png,0,26,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,147,145
all_images256/ELP_12MP_01.12.2022_166990948709.png,0,27,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,141,145
all_images256/ELP_12MP_01.12.2022_166990948714.png,0,27,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,146,145
all_images256/ELP_12MP_01.12.2022_166990951002.png,0,28,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,141,145
all_images256/ELP_12MP_01.12.2022_166990951007.png,0,28,0.4,PLA,1.05,8.0,0.3,gray,1,Recording_01122022_15_27_47,black,,,,146,145
all_images256/ELP_12MP_01.12.2022_166991151737.png,0,4,0.4,PLA,1.05,8.0,0.3,gray,33,Recording_01122022_16_06_44,black,,,,163,148
all_images256/ELP_12MP_01.12.2022_166991151741.png,0,4,0.4,PLA,1.05,8.0,0.3,gray,33,Recording_01122022_16_06_44,black,,,,145,148
all_images256/ELP_12MP_01.12.2022_166991158703.png,0,5,0.4,PLA,1.05,8.0,0.3,gray,33,Recording_01122022_16_06_44,black,,,,161,148
all_images256/ELP_12MP_01.12.2022_166991158707.png,0,5,0.4,PLA,1.05,8.0,0.3,gray,33,Recording_01122022_16_06_44,black,,,,167,148
all_images256/ELP_12MP_01.12.2022_166991301023.png,0,4,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,171,141
all_images256/ELP_12MP_01.12.2022_166991301026.png,0,4,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,185,141
all_images256/ELP_12MP_01.12.2022_166991308881.png,0,5,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,152,141
all_images256/ELP_12MP_01.12.2022_166991308886.png,0,5,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,153,141
all_images256/ELP_12MP_01.12.2022_166991317571.png,0,6,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,152,141
all_images256/ELP_12MP_01.12.2022_166991317576.png,0,6,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,160,141
all_images256/ELP_12MP_01.12.2022_166991318167.png,0,7,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,157,141
all_images256/ELP_12MP_01.12.2022_166991318171.png,0,7,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,157,141
all_images256/ELP_12MP_01.12.2022_166991318745.png,0,8,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,167,141
all_images256/ELP_12MP_01.12.2022_166991318749.png,0,8,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,157,141
all_images256/ELP_12MP_01.12.2022_166991319283.png,0,9,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,156,141
all_images256/ELP_12MP_01.12.2022_166991319288.png,0,9,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,156,141
all_images256/ELP_12MP_01.12.2022_166991319822.png,0,10,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,154,141
all_images256/ELP_12MP_01.12.2022_166991319827.png,0,10,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,155,141
all_images256/ELP_12MP_01.12.2022_166991320362.png,0,11,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,151,141
all_images256/ELP_12MP_01.12.2022_166991320367.png,0,11,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,154,141
all_images256/ELP_12MP_01.12.2022_166991320898.png,0,12,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,150,141
all_images256/ELP_12MP_01.12.2022_166991320902.png,0,12,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,152,141
all_images256/ELP_12MP_01.12.2022_166991321438.png,0,13,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,150,141
all_images256/ELP_12MP_01.12.2022_166991321443.png,0,13,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,151,141
all_images256/ELP_12MP_01.12.2022_166991321978.png,0,14,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,148,141
all_images256/ELP_12MP_01.12.2022_166991321983.png,0,14,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,149,141
all_images256/ELP_12MP_01.12.2022_166991322529.png,0,15,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,147,141
all_images256/ELP_12MP_01.12.2022_166991322533.png,0,15,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,147,141
all_images256/ELP_12MP_01.12.2022_166991323040.png,0,16,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,145,141
all_images256/ELP_12MP_01.12.2022_166991323045.png,0,16,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,146,141
all_images256/ELP_12MP_01.12.2022_166991323578.png,0,17,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,144,141
all_images256/ELP_12MP_01.12.2022_166991323583.png,0,17,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,145,141
all_images256/ELP_12MP_01.12.2022_166991324122.png,0,18,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,144,141
all_images256/ELP_12MP_01.12.2022_166991324127.png,0,18,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,145,141
all_images256/ELP_12MP_01.12.2022_166991324693.png,0,19,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,144,141
all_images256/ELP_12MP_01.12.2022_166991324698.png,0,19,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,143,141
all_images256/ELP_12MP_01.12.2022_166991325238.png,0,20,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,142,141
all_images256/ELP_12MP_01.12.2022_166991325243.png,0,20,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,142,141
all_images256/ELP_12MP_01.12.2022_166991325780.png,0,21,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,141,141
all_images256/ELP_12MP_01.12.2022_166991325784.png,0,21,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,142,141
all_images256/ELP_12MP_01.12.2022_166991326320.png,0,22,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,140,141
all_images256/ELP_12MP_01.12.2022_166991326325.png,0,22,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,140,141
all_images256/ELP_12MP_01.12.2022_166991326870.png,0,23,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,139,141
all_images256/ELP_12MP_01.12.2022_166991326875.png,0,23,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,141,141
all_images256/ELP_12MP_01.12.2022_166991327381.png,0,24,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,139,141
all_images256/ELP_12MP_01.12.2022_166991327386.png,0,24,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,139,141
all_images256/ELP_12MP_01.12.2022_166991327927.png,0,25,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,139,141
all_images256/ELP_12MP_01.12.2022_166991327931.png,0,25,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,137,141
all_images256/ELP_12MP_01.12.2022_166991328508.png,0,26,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,137,141
all_images256/ELP_12MP_01.12.2022_166991328512.png,0,26,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,138,141
all_images256/ELP_12MP_01.12.2022_166991329052.png,0,27,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,136,141
all_images256/ELP_12MP_01.12.2022_166991329057.png,0,27,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,136,141
all_images256/ELP_12MP_01.12.2022_166991329590.png,0,28,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,137,141
all_images256/ELP_12MP_01.12.2022_166991329595.png,0,28,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,137,141
all_images256/ELP_12MP_01.12.2022_166991330131.png,0,29,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,137,141
all_images256/ELP_12MP_01.12.2022_166991330136.png,0,29,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,135,141
all_images256/ELP_12MP_01.12.2022_166991330682.png,0,30,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,135,141
all_images256/ELP_12MP_01.12.2022_166991330687.png,0,30,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,134,141
all_images256/ELP_12MP_01.12.2022_166991331227.png,0,31,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,134,141
all_images256/ELP_12MP_01.12.2022_166991331231.png,0,31,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,135,141
all_images256/ELP_12MP_01.12.2022_166991331768.png,0,32,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,134,141
all_images256/ELP_12MP_01.12.2022_166991331773.png,0,32,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,134,141
all_images256/ELP_12MP_01.12.2022_166991332319.png,0,33,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,133,141
all_images256/ELP_12MP_01.12.2022_166991332324.png,0,33,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,133,141
all_images256/ELP_12MP_01.12.2022_166991332828.png,0,34,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,133,141
all_images256/ELP_12MP_01.12.2022_166991332833.png,0,34,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,131,141
all_images256/ELP_12MP_01.12.2022_166991333368.png,0,35,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,132,141
all_images256/ELP_12MP_01.12.2022_166991333373.png,0,35,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,131,141
all_images256/ELP_12MP_01.12.2022_166991333950.png,0,36,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,131,141
all_images256/ELP_12MP_01.12.2022_166991333954.png,0,36,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,130,141
all_images256/ELP_12MP_01.12.2022_166991334494.png,0,37,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,131,141
all_images256/ELP_12MP_01.12.2022_166991334499.png,0,37,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,130,141
all_images256/ELP_12MP_01.12.2022_166991335038.png,0,38,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,129,141
all_images256/ELP_12MP_01.12.2022_166991335042.png,0,38,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,128,141
all_images256/ELP_12MP_01.12.2022_166991335579.png,0,39,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,128,141
all_images256/ELP_12MP_01.12.2022_166991335583.png,0,39,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,127,141
all_images256/ELP_12MP_01.12.2022_166991336116.png,0,40,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,127,141
all_images256/ELP_12MP_01.12.2022_166991336120.png,0,40,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,127,141
all_images256/ELP_12MP_01.12.2022_166991336711.png,0,41,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,128,141
all_images256/ELP_12MP_01.12.2022_166991336716.png,0,41,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,127,141
all_images256/ELP_12MP_01.12.2022_166991337329.png,0,42,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,127,141
all_images256/ELP_12MP_01.12.2022_166991337334.png,0,42,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,126,141
all_images256/ELP_12MP_01.12.2022_166991337954.png,0,43,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,126,141
all_images256/ELP_12MP_01.12.2022_166991337959.png,0,43,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,126,141
all_images256/ELP_12MP_01.12.2022_166991338576.png,0,44,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,126,141
all_images256/ELP_12MP_01.12.2022_166991338581.png,0,44,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,125,141
all_images256/ELP_12MP_01.12.2022_166991339067.png,0,45,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,124,141
all_images256/ELP_12MP_01.12.2022_166991339071.png,0,45,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,125,141
all_images256/ELP_12MP_01.12.2022_166991339077.png,0,46,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,123,141
all_images256/ELP_12MP_01.12.2022_166991339082.png,0,46,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,124,141
all_images256/ELP_12MP_01.12.2022_166991339225.png,0,47,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,147,141
all_images256/ELP_12MP_01.12.2022_166991339349.png,0,47,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,171,141
all_images256/ELP_12MP_01.12.2022_166991339473.png,0,48,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,173,141
all_images256/ELP_12MP_01.12.2022_166991339596.png,0,48,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,179,141
all_images256/ELP_12MP_01.12.2022_166991339719.png,0,49,0.4,PLA,1.05,8.0,0.3,gray,2,Recording_01122022_16_34_17,black,,,,186,141
all_images256/ELP_12MP_01.12.2022_166991649833.png,0,4,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,156,157
all_images256/ELP_12MP_01.12.2022_166991649837.png,0,4,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,151,157
all_images256/ELP_12MP_01.12.2022_166991652877.png,0,5,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,147,157
all_images256/ELP_12MP_01.12.2022_166991652881.png,0,5,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,160,157
all_images256/ELP_12MP_01.12.2022_166991653640.png,0,6,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,162,157
all_images256/ELP_12MP_01.12.2022_166991653644.png,0,6,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,151,157
all_images256/ELP_12MP_01.12.2022_166991654390.png,0,7,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,159,157
all_images256/ELP_12MP_01.12.2022_166991654394.png,0,7,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,160,157
all_images256/ELP_12MP_01.12.2022_166991655218.png,0,8,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,158,157
all_images256/ELP_12MP_01.12.2022_166991655222.png,0,8,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,159,157
all_images256/ELP_12MP_01.12.2022_166991656076.png,0,9,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,157,157
all_images256/ELP_12MP_01.12.2022_166991656080.png,0,9,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,160,157
all_images256/ELP_12MP_01.12.2022_166991656926.png,0,10,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,160,157
all_images256/ELP_12MP_01.12.2022_166991656930.png,0,10,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,158,157
all_images256/ELP_12MP_01.12.2022_166991657784.png,0,11,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,158,157
all_images256/ELP_12MP_01.12.2022_166991657787.png,0,11,0.4,PLA,1.05,8.0,0.3,gray,31,Recording_01122022_16_50_08,black,,,,157,157
all_images256/ELP_12MP_02.12.2022_166999141309.png,0,4,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,165,143
all_images256/ELP_12MP_02.12.2022_166999141313.png,0,4,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,156,143
all_images256/ELP_12MP_02.12.2022_166999142457.png,0,5,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,142,143
all_images256/ELP_12MP_02.12.2022_166999142462.png,0,5,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,143,143
all_images256/ELP_12MP_02.12.2022_166999143604.png,0,6,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,140,143
all_images256/ELP_12MP_02.12.2022_166999143609.png,0,6,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,142,143
all_images256/ELP_12MP_02.12.2022_166999144752.png,0,7,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,146,143
all_images256/ELP_12MP_02.12.2022_166999144757.png,0,7,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,147,143
all_images256/ELP_12MP_02.12.2022_166999145897.png,0,8,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,142,143
all_images256/ELP_12MP_02.12.2022_166999145902.png,0,8,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,139,143
all_images256/ELP_12MP_02.12.2022_166999147045.png,0,9,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,136,143
all_images256/ELP_12MP_02.12.2022_166999147050.png,0,9,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,139,143
all_images256/ELP_12MP_02.12.2022_166999148191.png,0,10,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,140,143
all_images256/ELP_12MP_02.12.2022_166999148196.png,0,10,0.4,PLA,1.05,8.0,0.3,gray,4,Recording_02122022_14_23_06,black,,,,141,143
